Date,HomeTeam,AwayTeam,B365>2.5,B365<2.5
11/02/2023,Mainz,Augsburg,1.8,2.0
11/02/2023,Werder Bremen,Dortmund,1.5,2.63
11/02/2023,RB Leipzig,Union Berlin,2.1,1.73
12/02/2023,Hertha,M'gladbach,1.73,2.1
12/02/2023,FC Koln,Ein Frankfurt,1.73,2.1
17/02/2023,Augsburg,Hoffenheim,1.73,2.1
18/02/2023,Bochum,Freiburg,1.93,1.97
18/02/2023,M'gladbach,Bayern Munich,1.33,3.4
18/02/2023,Stuttgart,FC Koln,1.94,1.96
18/02/2023,Wolfsburg,RB Leipzig,1.8,2.0
18/02/2023,Ein Frankfurt,Werder Bremen,1.57,2.38
19/02/2023,Union Berlin,Schalke 04,2.0,1.8
19/02/2023,Dortmund,Hertha,1.5,2.63
19/02/2023,Leverkusen,Mainz,1.73,2.1
24/02/2023,Mainz,M'gladbach,1.73,2.1
25/02/2023,FC Koln,Wolfsburg,1.88,2.02
25/02/2023,Hertha,Augsburg,1.73,2.1
25/02/2023,Hoffenheim,Dortmund,1.53,2.5
25/02/2023,RB Leipzig,Ein Frankfurt,1.67,2.2
25/02/2023,Werder Bremen,Bochum,1.73,2.1
25/02/2023,Schalke 04,Stuttgart,2.0,1.8
26/02/2023,Freiburg,Leverkusen,1.84,2.06
26/02/2023,Bayern Munich,Union Berlin,1.57,2.38
03/03/2023,Dortmund,RB Leipzig,1.62,2.3
04/03/2023,Augsburg,Werder Bremen,1.73,2.1
04/03/2023,Bochum,Schalke 04,1.96,1.94
04/03/2023,Mainz,Hoffenheim,1.73,2.1
04/03/2023,M'gladbach,Freiburg,1.73,2.1
04/03/2023,Union Berlin,FC Koln,2.3,1.62
04/03/2023,Stuttgart,Bayern Munich,1.44,2.75
05/03/2023,Leverkusen,Hertha,1.67,2.2
05/03/2023,Wolfsburg,Ein Frankfurt,1.8,2.0
10/03/2023,FC Koln,Bochum,1.92,2.01
11/03/2023,Bayern Munich,Augsburg,1.22,4.33
11/03/2023,Ein Frankfurt,Stuttgart,1.87,2.06
11/03/2023,Hertha,Mainz,1.93,2.0
11/03/2023,RB Leipzig,M'gladbach,1.5,2.63
11/03/2023,Schalke 04,Dortmund,1.67,2.2
12/03/2023,Freiburg,Hoffenheim,1.8,2.0
12/03/2023,Werder Bremen,Leverkusen,1.62,2.3
12/03/2023,Wolfsburg,Union Berlin,2.3,1.62
17/03/2023,M'gladbach,Werder Bremen,1.57,2.38
18/03/2023,Augsburg,Schalke 04,2.04,1.86
18/03/2023,Bochum,RB Leipzig,1.73,2.1
18/03/2023,Hoffenheim,Hertha,1.88,2.02
18/03/2023,Stuttgart,Wolfsburg,1.99,1.91
18/03/2023,Dortmund,FC Koln,1.62,2.3
19/03/2023,Union Berlin,Ein Frankfurt,2.3,1.62
19/03/2023,Leverkusen,Bayern Munich,1.4,3.0
19/03/2023,Mainz,Freiburg,2.0,1.9
31/03/2023,Ein Frankfurt,Bochum,1.73,2.1
01/04/2023,Freiburg,Hertha,1.99,1.91
01/04/2023,RB Leipzig,Mainz,1.67,2.2
01/04/2023,Schalke 04,Leverkusen,1.9,2.0
01/04/2023,Union Berlin,Stuttgart,2.38,1.57
01/04/2023,Wolfsburg,Augsburg,1.73,2.1
01/04/2023,Bayern Munich,Dortmund,1.33,3.4
02/04/2023,FC Koln,M'gladbach,1.73,2.1
02/04/2023,Werder Bremen,Hoffenheim,1.73,2.1
08/04/2023,Augsburg,FC Koln,1.88,2.02
08/04/2023,Dortmund,Union Berlin,1.87,2.03
08/04/2023,Freiburg,Bayern Munich,1.53,2.5
08/04/2023,Leverkusen,Ein Frankfurt,1.67,2.2
08/04/2023,Mainz,Werder Bremen,1.73,2.1
08/04/2023,Hertha,RB Leipzig,1.8,2.0
09/04/2023,M'gladbach,Wolfsburg,1.73,2.1
09/04/2023,Bochum,Stuttgart,1.99,1.91
09/04/2023,Hoffenheim,Schalke 04,1.73,2.1
14/04/2023,Schalke 04,Hertha,2.1,1.73
15/04/2023,Bayern Munich,Hoffenheim,1.25,4.0
15/04/2023,FC Koln,Mainz,2.05,1.85
15/04/2023,RB Leipzig,Augsburg,1.44,2.75
15/04/2023,Stuttgart,Dortmund,1.67,2.2
15/04/2023,Ein Frankfurt,M'gladbach,1.62,2.3
16/04/2023,Werder Bremen,Freiburg,1.89,2.01
16/04/2023,Union Berlin,Bochum,2.1,1.73
16/04/2023,Wolfsburg,Leverkusen,1.73,2.1
21/04/2023,Augsburg,Stuttgart,1.73,2.1
22/04/2023,Bochum,Wolfsburg,1.91,1.99
22/04/2023,Hertha,Werder Bremen,1.98,1.92
22/04/2023,Hoffenheim,FC Koln,1.8,2.0
22/04/2023,Mainz,Bayern Munich,1.5,2.63
22/04/2023,Dortmund,Ein Frankfurt,1.5,2.63
23/04/2023,Freiburg,Schalke 04,2.06,1.84
23/04/2023,Leverkusen,RB Leipzig,1.73,2.1
23/04/2023,M'gladbach,Union Berlin,2.1,1.73
28/04/2023,Bochum,Dortmund,1.4,3.0
29/04/2023,Ein Frankfurt,Augsburg,1.62,2.3
29/04/2023,FC Koln,Freiburg,2.1,1.73
29/04/2023,RB Leipzig,Hoffenheim,1.57,2.38
29/04/2023,Stuttgart,M'gladbach,1.73,2.1
29/04/2023,Union Berlin,Leverkusen,2.0,1.8
29/04/2023,Schalke 04,Werder Bremen,1.88,2.02
30/04/2023,Bayern Munich,Hertha,1.29,3.75
30/04/2023,Wolfsburg,Mainz,1.86,2.04
05/05/2023,Leverkusen,FC Koln,1.73,2.1
05/05/2023,Mainz,Schalke 04,1.73,2.1
06/05/2023,Augsburg,Union Berlin,2.2,1.67
06/05/2023,Freiburg,RB Leipzig,1.93,1.97
06/05/2023,Hertha,Stuttgart,1.89,2.01
06/05/2023,Hoffenheim,Ein Frankfurt,1.67,2.2
06/05/2023,M'gladbach,Bochum,1.62,2.3
06/05/2023,Werder Bremen,Bayern Munich,1.33,3.4
07/05/2023,Dortmund,Wolfsburg,1.4,3.0
12/05/2023,FC Koln,Hertha,1.84,2.06
13/05/2023,Bayern Munich,Schalke 04,1.22,4.33
13/05/2023,Bochum,Augsburg,1.86,2.04
13/05/2023,Ein Frankfurt,Mainz,1.73,2.1
13/05/2023,Union Berlin,Freiburg,2.38,1.57
13/05/2023,Wolfsburg,Hoffenheim,1.57,2.38
13/05/2023,Dortmund,M'gladbach,1.25,4.0
14/05/2023,Stuttgart,Leverkusen,1.73,2.1
14/05/2023,RB Leipzig,Werder Bremen,1.4,3.0
19/05/2023,Freiburg,Wolfsburg,1.67,2.2
20/05/2023,Hertha,Bochum,1.67,2.2
20/05/2023,Hoffenheim,Union Berlin,2.0,1.9
20/05/2023,Schalke 04,Ein Frankfurt,1.67,2.2
20/05/2023,Werder Bremen,FC Koln,1.67,2.2
20/05/2023,Bayern Munich,RB Leipzig,1.36,3.2
21/05/2023,Mainz,Stuttgart,1.73,2.1
21/05/2023,Augsburg,Dortmund,1.36,3.2
21/05/2023,Leverkusen,M'gladbach,1.44,2.75
27/05/2023,Bochum,Leverkusen,1.44,2.75
27/05/2023,Dortmund,Mainz,1.22,4.33
27/05/2023,Ein Frankfurt,Freiburg,1.53,2.5
27/05/2023,FC Koln,Bayern Munich,1.29,3.75
27/05/2023,M'gladbach,Augsburg,1.5,2.63
27/05/2023,RB Leipzig,Schalke 04,1.36,3.2
27/05/2023,Stuttgart,Hoffenheim,1.44,2.75
27/05/2023,Union Berlin,Werder Bremen,1.67,2.2
27/05/2023,Wolfsburg,Hertha,1.4,3.0
18/08/2023,Werder Bremen,Bayern Munich,1.33,3.4
19/08/2023,Augsburg,M'gladbach,1.62,2.3
19/08/2023,Hoffenheim,Freiburg,1.67,2.2
19/08/2023,Leverkusen,RB Leipzig,1.67,2.2
19/08/2023,Stuttgart,Bochum,1.62,2.3
19/08/2023,Wolfsburg,Heidenheim,1.62,2.3
19/08/2023,Dortmund,FC Koln,1.44,2.75
20/08/2023,Union Berlin,Mainz,2.1,1.73
20/08/2023,Ein Frankfurt,Darmstadt,1.67,2.2
25/08/2023,RB Leipzig,Stuttgart,1.53,2.5
26/08/2023,Bochum,Dortmund,1.36,3.2
26/08/2023,Darmstadt,Union Berlin,2.1,1.73
26/08/2023,FC Koln,Wolfsburg,1.73,2.1
26/08/2023,Freiburg,Werder Bremen,1.67,2.2
26/08/2023,Heidenheim,Hoffenheim,1.67,2.2
26/08/2023,M'gladbach,Leverkusen,1.5,2.63
27/08/2023,Mainz,Ein Frankfurt,1.73,2.1
27/08/2023,Bayern Munich,Augsburg,1.2,4.5
01/09/2023,Dortmund,Heidenheim,1.33,3.4
02/09/2023,Augsburg,Bochum,1.73,2.1
02/09/2023,Hoffenheim,Wolfsburg,1.53,2.5
02/09/2023,Leverkusen,Darmstadt,1.4,3.0
02/09/2023,Stuttgart,Freiburg,1.73,2.1
02/09/2023,Werder Bremen,Mainz,1.73,2.1
02/09/2023,M'gladbach,Bayern Munich,1.25,4.0
03/09/2023,Ein Frankfurt,FC Koln,1.97,1.93
03/09/2023,Union Berlin,RB Leipzig,1.97,1.93
15/09/2023,Bayern Munich,Leverkusen,1.36,3.2
16/09/2023,FC Koln,Hoffenheim,1.62,2.3
16/09/2023,Freiburg,Dortmund,1.5,2.63
16/09/2023,Mainz,Stuttgart,1.67,2.2
16/09/2023,RB Leipzig,Augsburg,1.36,3.2
16/09/2023,Wolfsburg,Union Berlin,1.96,1.94
16/09/2023,Bochum,Ein Frankfurt,1.73,2.1
17/09/2023,Heidenheim,Werder Bremen,1.62,2.3
17/09/2023,Darmstadt,M'gladbach,1.73,2.1
22/09/2023,Stuttgart,Darmstadt,1.57,2.38
23/09/2023,Augsburg,Mainz,1.67,2.2
23/09/2023,Bayern Munich,Bochum,1.22,4.33
23/09/2023,Dortmund,Wolfsburg,1.44,2.75
23/09/2023,M'gladbach,RB Leipzig,1.4,3.0
23/09/2023,Union Berlin,Hoffenheim,1.8,2.0
23/09/2023,Werder Bremen,FC Koln,1.73,2.1
24/09/2023,Leverkusen,Heidenheim,1.33,3.4
24/09/2023,Ein Frankfurt,Freiburg,1.87,2.03
29/09/2023,Hoffenheim,Dortmund,1.4,3.0
30/09/2023,Bochum,M'gladbach,1.57,2.38
30/09/2023,FC Koln,Stuttgart,1.67,2.2
30/09/2023,Heidenheim,Union Berlin,1.73,2.1
30/09/2023,Mainz,Leverkusen,1.53,2.5
30/09/2023,Wolfsburg,Ein Frankfurt,1.97,1.93
30/09/2023,RB Leipzig,Bayern Munich,1.4,3.0
01/10/2023,Darmstadt,Werder Bremen,1.67,2.2
01/10/2023,Freiburg,Augsburg,1.67,2.2
06/10/2023,M'gladbach,Mainz,1.57,2.38
07/10/2023,Augsburg,Darmstadt,1.67,2.2
07/10/2023,Dortmund,Union Berlin,1.62,2.3
07/10/2023,RB Leipzig,Bochum,1.36,3.2
07/10/2023,Stuttgart,Wolfsburg,1.67,2.2
07/10/2023,Werder Bremen,Hoffenheim,1.44,2.75
08/10/2023,Leverkusen,FC Koln,1.5,2.63
08/10/2023,Bayern Munich,Freiburg,1.29,3.75
08/10/2023,Ein Frankfurt,Heidenheim,1.73,2.1
20/10/2023,Dortmund,Werder Bremen,1.29,3.75
21/10/2023,Darmstadt,RB Leipzig,1.53,2.5
21/10/2023,Freiburg,Bochum,1.73,2.1
21/10/2023,Hoffenheim,Ein Frankfurt,1.67,2.2
21/10/2023,Union Berlin,Stuttgart,1.8,2.0
21/10/2023,Wolfsburg,Leverkusen,1.57,2.38
21/10/2023,Mainz,Bayern Munich,1.3,3.5
22/10/2023,FC Koln,M'gladbach,1.57,2.38
22/10/2023,Heidenheim,Augsburg,1.73,2.1
27/10/2023,Bochum,Mainz,1.73,2.1
28/10/2023,Augsburg,Wolfsburg,1.73,2.1
28/10/2023,Bayern Munich,Darmstadt,1.17,5.0
28/10/2023,M'gladbach,Heidenheim,1.5,2.63
28/10/2023,Stuttgart,Hoffenheim,1.5,2.63
28/10/2023,Werder Bremen,Union Berlin,1.8,2.0
28/10/2023,RB Leipzig,FC Koln,1.57,2.38
29/10/2023,Ein Frankfurt,Dortmund,1.67,2.2
29/10/2023,Leverkusen,Freiburg,1.5,2.63
03/11/2023,Darmstadt,Bochum,1.67,2.2
04/11/2023,FC Koln,Augsburg,1.62,2.3
04/11/2023,Freiburg,M'gladbach,1.57,2.38
04/11/2023,Hoffenheim,Leverkusen,1.33,3.4
04/11/2023,Mainz,RB Leipzig,1.62,2.3
04/11/2023,Union Berlin,Ein Frankfurt,2.0,1.8
04/11/2023,Dortmund,Bayern Munich,1.33,3.4
05/11/2023,Wolfsburg,Werder Bremen,1.44,2.75
05/11/2023,Heidenheim,Stuttgart,1.5,2.63
10/11/2023,M'gladbach,Wolfsburg,1.53,2.5
11/11/2023,Augsburg,Hoffenheim,1.5,2.63
11/11/2023,Bayern Munich,Heidenheim,1.17,5.0
11/11/2023,Darmstadt,Mainz,1.67,2.2
11/11/2023,Stuttgart,Dortmund,1.44,2.75
11/11/2023,Bochum,FC Koln,1.67,2.2
12/11/2023,Leverkusen,Union Berlin,1.57,2.38
12/11/2023,Werder Bremen,Ein Frankfurt,1.73,2.1
12/11/2023,RB Leipzig,Freiburg,1.57,2.38
24/11/2023,FC Koln,Bayern Munich,1.33,3.4
25/11/2023,Dortmund,M'gladbach,1.33,3.4
25/11/2023,Freiburg,Darmstadt,1.67,2.2
25/11/2023,Union Berlin,Augsburg,1.96,1.94
25/11/2023,Werder Bremen,Leverkusen,1.36,3.2
25/11/2023,Wolfsburg,RB Leipzig,1.62,2.3
25/11/2023,Ein Frankfurt,Stuttgart,1.73,2.1
26/11/2023,Heidenheim,Bochum,1.62,2.3
26/11/2023,Hoffenheim,Mainz,1.57,2.38
01/12/2023,Darmstadt,FC Koln,1.8,2.0
02/12/2023,Bochum,Wolfsburg,1.67,2.2
02/12/2023,M'gladbach,Hoffenheim,1.36,3.2
02/12/2023,RB Leipzig,Heidenheim,1.36,3.2
02/12/2023,Stuttgart,Werder Bremen,1.5,2.63
03/12/2023,Mainz,Freiburg,1.96,1.94
03/12/2023,Leverkusen,Dortmund,1.36,3.2
03/12/2023,Augsburg,Ein Frankfurt,1.8,2.0
08/12/2023,Hoffenheim,Bochum,1.5,2.63
09/12/2023,Ein Frankfurt,Bayern Munich,1.44,2.75
09/12/2023,Heidenheim,Darmstadt,1.8,2.0
09/12/2023,Union Berlin,M'gladbach,1.73,2.1
09/12/2023,Werder Bremen,Augsburg,1.62,2.3
09/12/2023,Wolfsburg,Freiburg,1.73,2.1
09/12/2023,Dortmund,RB Leipzig,1.44,2.75
10/12/2023,Stuttgart,Leverkusen,1.53,2.5
10/12/2023,FC Koln,Mainz,1.95,1.95
15/12/2023,M'gladbach,Werder Bremen,1.53,2.5
16/12/2023,Augsburg,Dortmund,1.44,2.75
16/12/2023,Bochum,Union Berlin,1.97,1.93
16/12/2023,Darmstadt,Wolfsburg,1.8,2.0
16/12/2023,Mainz,Heidenheim,1.67,2.2
16/12/2023,RB Leipzig,Hoffenheim,1.36,3.2
17/12/2023,Freiburg,FC Koln,1.91,1.99
17/12/2023,Leverkusen,Ein Frankfurt,1.5,2.63
17/12/2023,Bayern Munich,Stuttgart,1.36,3.2
19/12/2023,Werder Bremen,RB Leipzig,1.44,2.75
19/12/2023,Dortmund,Mainz,1.44,2.75
19/12/2023,Hoffenheim,Darmstadt,1.5,2.63
20/12/2023,Union Berlin,FC Koln,2.05,1.85
20/12/2023,Ein Frankfurt,M'gladbach,1.62,2.3
20/12/2023,Heidenheim,Freiburg,1.73,2.1
20/12/2023,Leverkusen,Bochum,1.36,3.2
20/12/2023,Stuttgart,Augsburg,1.44,2.75
20/12/2023,Wolfsburg,Bayern Munich,1.4,3.0
12/01/2024,Bayern Munich,Hoffenheim,1.22,4.33
13/01/2024,Augsburg,Leverkusen,1.53,2.5
13/01/2024,FC Koln,Heidenheim,1.73,2.1
13/01/2024,Freiburg,Union Berlin,2.02,1.88
13/01/2024,Mainz,Wolfsburg,1.98,1.92
13/01/2024,RB Leipzig,Ein Frankfurt,1.5,2.63
13/01/2024,Darmstadt,Dortmund,1.44,2.75
14/01/2024,Bochum,Werder Bremen,1.67,2.2
14/01/2024,M'gladbach,Stuttgart,1.53,2.5
20/01/2024,Bochum,Stuttgart,1.67,2.2
20/01/2024,Darmstadt,Ein Frankfurt,1.89,2.01
20/01/2024,FC Koln,Dortmund,1.53,2.5
20/01/2024,Freiburg,Hoffenheim,1.62,2.3
20/01/2024,Heidenheim,Wolfsburg,1.8,2.0
20/01/2024,RB Leipzig,Leverkusen,1.62,2.3
21/01/2024,Bayern Munich,Werder Bremen,1.22,4.33
21/01/2024,M'gladbach,Augsburg,1.57,2.38
24/01/2024,Bayern Munich,Union Berlin,1.4,3.0
26/01/2024,Ein Frankfurt,Mainz,2.05,1.75
27/01/2024,Augsburg,Bayern Munich,1.4,3.0
27/01/2024,Hoffenheim,Heidenheim,1.5,2.5
27/01/2024,Stuttgart,RB Leipzig,1.57,2.38
27/01/2024,Werder Bremen,Freiburg,1.8,2.0
27/01/2024,Wolfsburg,FC Koln,1.88,2.02
27/01/2024,Leverkusen,M'gladbach,1.4,3.0
28/01/2024,Union Berlin,Darmstadt,1.95,1.95
28/01/2024,Dortmund,Bochum,1.4,3.0
02/02/2024,Heidenheim,Dortmund,1.44,2.75
03/02/2024,Bayern Munich,M'gladbach,1.22,4.33
03/02/2024,Bochum,Augsburg,1.8,2.0
03/02/2024,Darmstadt,Leverkusen,1.44,2.75
03/02/2024,Freiburg,Stuttgart,1.73,2.1
03/02/2024,Mainz,Werder Bremen,2.0,1.9
03/02/2024,FC Koln,Ein Frankfurt,2.01,1.89
04/02/2024,Wolfsburg,Hoffenheim,1.62,2.3
04/02/2024,RB Leipzig,Union Berlin,1.62,2.3
07/02/2024,Mainz,Union Berlin,2.2,1.67
09/02/2024,Dortmund,Freiburg,1.44,2.75
10/02/2024,Augsburg,RB Leipzig,1.53,2.5
10/02/2024,Ein Frankfurt,Bochum,1.89,2.01
10/02/2024,M'gladbach,Darmstadt,1.67,2.2
10/02/2024,Union Berlin,Wolfsburg,2.1,1.73
10/02/2024,Werder Bremen,Heidenheim,1.73,2.1
10/02/2024,Leverkusen,Bayern Munich,1.5,2.63
11/02/2024,Stuttgart,Mainz,1.73,2.1
11/02/2024,Hoffenheim,FC Koln,1.62,2.3
16/02/2024,FC Koln,Werder Bremen,2.04,1.86
17/02/2024,Darmstadt,Stuttgart,1.67,2.2
17/02/2024,Heidenheim,Leverkusen,1.5,2.63
17/02/2024,Hoffenheim,Union Berlin,1.73,2.1
17/02/2024,Mainz,Augsburg,1.98,1.92
17/02/2024,Wolfsburg,Dortmund,1.57,2.38
17/02/2024,RB Leipzig,M'gladbach,1.36,3.2
18/02/2024,Freiburg,Ein Frankfurt,2.06,1.84
18/02/2024,Bochum,Bayern Munich,1.4,3.0
23/02/2024,Leverkusen,Mainz,1.57,2.38
24/02/2024,M'gladbach,Bochum,1.62,2.3
24/02/2024,Stuttgart,FC Koln,1.53,2.5
24/02/2024,Union Berlin,Heidenheim,2.0,1.8
24/02/2024,Werder Bremen,Darmstadt,1.84,2.06
24/02/2024,Bayern Munich,RB Leipzig,1.44,2.75
25/02/2024,Ein Frankfurt,Wolfsburg,1.97,1.93
25/02/2024,Dortmund,Hoffenheim,1.33,3.4
25/02/2024,Augsburg,Freiburg,1.8,2.0
01/03/2024,Freiburg,Bayern Munich,1.53,2.5
02/03/2024,Bochum,RB Leipzig,1.53,2.5
02/03/2024,Darmstadt,Augsburg,1.86,2.04
02/03/2024,Heidenheim,Ein Frankfurt,1.97,1.93
02/03/2024,Mainz,M'gladbach,1.8,2.0
02/03/2024,Union Berlin,Dortmund,1.73,2.1
02/03/2024,Wolfsburg,Stuttgart,1.73,2.1
03/03/2024,FC Koln,Leverkusen,1.67,2.2
03/03/2024,Hoffenheim,Werder Bremen,1.57,2.38
08/03/2024,Stuttgart,Union Berlin,1.73,2.1
09/03/2024,Augsburg,Heidenheim,1.62,2.3
09/03/2024,Bayern Munich,Mainz,1.4,3.0
09/03/2024,M'gladbach,FC Koln,1.73,2.1
09/03/2024,RB Leipzig,Darmstadt,1.33,3.4
09/03/2024,Werder Bremen,Dortmund,1.44,2.75
10/03/2024,Bochum,Freiburg,1.8,2.0
10/03/2024,Ein Frankfurt,Hoffenheim,1.57,2.38
10/03/2024,Leverkusen,Wolfsburg,1.53,2.5
15/03/2024,FC Koln,RB Leipzig,1.62,2.3
16/03/2024,Darmstadt,Bayern Munich,1.29,3.75
16/03/2024,Heidenheim,M'gladbach,1.67,2.2
16/03/2024,Mainz,Bochum,1.8,2.0
16/03/2024,Union Berlin,Werder Bremen,2.0,1.9
16/03/2024,Wolfsburg,Augsburg,1.8,2.0
16/03/2024,Hoffenheim,Stuttgart,1.44,2.75
17/03/2024,Freiburg,Leverkusen,1.73,2.1
17/03/2024,Dortmund,Ein Frankfurt,1.5,2.63
30/03/2024,Ein Frankfurt,Union Berlin,2.1,1.73
30/03/2024,Leverkusen,Hoffenheim,1.3,3.5
30/03/2024,M'gladbach,Freiburg,1.67,2.2
30/03/2024,RB Leipzig,Mainz,1.53,2.5
30/03/2024,Werder Bremen,Wolfsburg,1.8,2.0
30/03/2024,Bayern Munich,Dortmund,1.25,4.0
31/03/2024,Augsburg,FC Koln,1.73,2.1
31/03/2024,Stuttgart,Heidenheim,1.4,3.0
31/03/2024,Bochum,Darmstadt,1.67,2.2
05/04/2024,Ein Frankfurt,Werder Bremen,1.73,2.1
06/04/2024,FC Koln,Bochum,1.8,2.0
06/04/2024,Freiburg,RB Leipzig,1.53,2.5
06/04/2024,Heidenheim,Bayern Munich,1.33,3.4
06/04/2024,Mainz,Darmstadt,1.67,2.2
06/04/2024,Union Berlin,Leverkusen,1.84,2.06
06/04/2024,Dortmund,Stuttgart,1.4,3.0
07/04/2024,Hoffenheim,Augsburg,1.44,2.75
07/04/2024,Wolfsburg,M'gladbach,1.62,2.3
12/04/2024,Augsburg,Union Berlin,2.0,1.93
13/04/2024,Bayern Munich,FC Koln,1.33,3.4
13/04/2024,Bochum,Heidenheim,1.67,2.2
13/04/2024,Mainz,Hoffenheim,1.57,2.38
13/04/2024,M'gladbach,Dortmund,1.4,3.0
13/04/2024,RB Leipzig,Wolfsburg,1.44,2.75
13/04/2024,Stuttgart,Ein Frankfurt,1.57,2.38
14/04/2024,Darmstadt,Freiburg,1.62,2.3
14/04/2024,Leverkusen,Werder Bremen,1.44,2.75
19/04/2024,Ein Frankfurt,Augsburg,1.67,2.2
20/04/2024,FC Koln,Darmstadt,1.62,2.3
20/04/2024,Heidenheim,RB Leipzig,1.44,2.75
20/04/2024,Hoffenheim,M'gladbach,1.44,2.75
20/04/2024,Wolfsburg,Bochum,1.67,2.2
20/04/2024,Union Berlin,Bayern Munich,1.62,2.3
21/04/2024,Werder Bremen,Stuttgart,1.5,2.63
21/04/2024,Dortmund,Leverkusen,1.5,2.63
21/04/2024,Freiburg,Mainz,1.73,2.1
26/04/2024,Bochum,Hoffenheim,1.44,2.75
27/04/2024,Augsburg,Werder Bremen,1.57,2.38
27/04/2024,Bayern Munich,Ein Frankfurt,1.36,3.2
27/04/2024,Freiburg,Wolfsburg,1.84,2.06
27/04/2024,RB Leipzig,Dortmund,1.4,3.0
27/04/2024,Leverkusen,Stuttgart,1.57,2.38
28/04/2024,M'gladbach,Union Berlin,1.97,1.93
28/04/2024,Mainz,FC Koln,1.73,2.1
28/04/2024,Darmstadt,Heidenheim,1.67,2.2
03/05/2024,Hoffenheim,RB Leipzig,1.25,4.0
04/05/2024,Dortmund,Augsburg,1.33,3.4
04/05/2024,Stuttgart,Bayern Munich,1.44,2.75
04/05/2024,Werder Bremen,M'gladbach,1.57,2.38
04/05/2024,Wolfsburg,Darmstadt,1.57,2.38
04/05/2024,FC Koln,Freiburg,1.73,2.1
05/05/2024,Union Berlin,Bochum,2.0,1.8
05/05/2024,Ein Frankfurt,Leverkusen,1.73,2.1
05/05/2024,Heidenheim,Mainz,1.73,2.1
10/05/2024,Augsburg,Stuttgart,1.36,3.2
11/05/2024,FC Koln,Union Berlin,2.05,1.85
11/05/2024,Freiburg,Heidenheim,1.62,2.3
11/05/2024,M'gladbach,Ein Frankfurt,1.57,2.38
11/05/2024,RB Leipzig,Werder Bremen,1.29,3.75
11/05/2024,Mainz,Dortmund,1.5,2.63
12/05/2024,Darmstadt,Hoffenheim,1.36,3.2
12/05/2024,Bayern Munich,Wolfsburg,1.36,3.2
12/05/2024,Bochum,Leverkusen,1.44,2.75
18/05/2024,Dortmund,Darmstadt,1.2,4.5
18/05/2024,Ein Frankfurt,RB Leipzig,1.5,2.63
18/05/2024,Heidenheim,FC Koln,1.5,2.63
18/05/2024,Hoffenheim,Bayern Munich,1.25,4.0
18/05/2024,Leverkusen,Augsburg,1.25,4.0
18/05/2024,Stuttgart,M'gladbach,1.22,4.33
18/05/2024,Union Berlin,Freiburg,1.95,1.95
18/05/2024,Werder Bremen,Bochum,1.57,2.38
18/05/2024,Wolfsburg,Mainz,1.73,2.1
23/07/2021,Schalke 04,Hamburg,1.61,2.25
24/07/2021,Darmstadt,Regensburg,1.66,2.15
24/07/2021,Dresden,Ingolstadt,1.85,2.0
24/07/2021,Hansa Rostock,Karlsruhe,1.85,1.95
24/07/2021,Heidenheim,Paderborn,1.6,2.3
24/07/2021,Werder Bremen,Hannover,1.65,2.2
25/07/2021,Nurnberg,Erzgebirge Aue,1.66,2.15
25/07/2021,Sandhausen,Fortuna Dusseldorf,1.8,2.0
25/07/2021,St Pauli,Holstein Kiel,1.57,2.35
30/07/2021,Karlsruhe,Darmstadt,1.83,2.02
30/07/2021,Paderborn,Nurnberg,1.9,1.95
31/07/2021,Hannover,Hansa Rostock,1.72,2.07
31/07/2021,Ingolstadt,Heidenheim,1.85,1.95
31/07/2021,Regensburg,Sandhausen,1.9,1.9
31/07/2021,Fortuna Dusseldorf,Werder Bremen,1.88,1.98
01/08/2021,Erzgebirge Aue,St Pauli,1.8,2.0
01/08/2021,Hamburg,Dresden,1.65,2.2
01/08/2021,Holstein Kiel,Schalke 04,1.83,2.02
13/08/2021,Schalke 04,Erzgebirge Aue,1.72,2.07
13/08/2021,St Pauli,Hamburg,1.61,2.25
14/08/2021,Holstein Kiel,Regensburg,1.75,2.05
14/08/2021,Nurnberg,Fortuna Dusseldorf,1.85,2.0
14/08/2021,Sandhausen,Karlsruhe,1.85,2.0
14/08/2021,Dresden,Hannover,1.72,2.07
15/08/2021,Darmstadt,Ingolstadt,1.93,1.93
15/08/2021,Heidenheim,Hansa Rostock,1.8,2.0
15/08/2021,Werder Bremen,Paderborn,1.7,2.1
20/08/2021,Fortuna Dusseldorf,Holstein Kiel,1.7,2.1
20/08/2021,Hannover,Heidenheim,1.9,1.9
21/08/2021,Karlsruhe,Werder Bremen,1.7,2.1
21/08/2021,Paderborn,St Pauli,1.65,2.2
21/08/2021,Regensburg,Schalke 04,1.8,2.0
21/08/2021,Hansa Rostock,Dresden,1.9,1.9
22/08/2021,Erzgebirge Aue,Sandhausen,2.02,1.83
22/08/2021,Hamburg,Darmstadt,1.57,2.35
22/08/2021,Ingolstadt,Nurnberg,1.83,2.02
27/08/2021,Nurnberg,Karlsruhe,2.0,1.8
27/08/2021,Sandhausen,Ingolstadt,1.85,1.95
28/08/2021,Darmstadt,Hannover,1.57,2.35
28/08/2021,Heidenheim,Hamburg,1.7,2.1
28/08/2021,Holstein Kiel,Erzgebirge Aue,1.72,2.07
28/08/2021,Schalke 04,Fortuna Dusseldorf,1.7,2.1
29/08/2021,Dresden,Paderborn,1.72,2.07
29/08/2021,St Pauli,Regensburg,1.65,2.2
